Review,Real,cleaned_review
"The staff was less than friendly, with the exception of one super nice short haired lady who seems like the only one here who gives a rip. She's trying to take care of the entire restaurant cleaning tables, expediting food, and trying to fix all the mistakes. We couldn't find one clean table. The girl who put our order is a total smarta$$. I jokingly commented that their registers were really small. She responded by rolling her eyes with, ""well yeah, they're iPads."" We're still sitting here, and after my friend's dish came out missing half of its components and no sauce, 30 minutes have passed with no fulfillment of such items. Chicken curry is OK. Overall, not impressed. We won't be coming back.",1,staff less friendly exception one super nice short haired lady seems like one gives rip shes trying take care entire restaurant cleaning tables expediting food trying fix mistakes couldnt find one clean table girl put order total smarta jokingly commented registers really small responded rolling eyes well yeah theyre ipads still sitting friends dish came missing half components sauce minutes passed fulfillment items chicken curry ok overall impressed wont coming back
"Don't get a wrap! It took twice as long as the bowls. Everyone in the place was served before me even if they came in way after us. My boyfriend was done eating before I got my food. I ordered a lamb wrap with salad. I got a lamb wrap with RICE (wrong but after the wait didn't say anything) which was really cheese wrap with four tiny pieces of lamb. Hated my experience, won't be back.",1,dont get wrap took twice long bowls everyone place served even came way us boyfriend done eating got food ordered lamb wrap salad got lamb wrap rice wrong wait didnt say anything really cheese wrap four tiny pieces lamb hated experience wont back
"I expected a wait at a new restaurant, but nothing like this. We waited an hour to put our order in. While the line was a moderate size, the wait was due to the fact that they only had one girl working a register. This same girl was also bussing tables and delivering food! The manager and the other girl were standing there seemingly only able to observe. We finally made our way up to the front and the manager asked the girl to have us wait 5 minutes before taking our order. 5 minutes turned to 10 and from what I gathered, they had run out of cooked chicken so they were waiting for more to be done. Ok, fine, but they could have said something instead of leaving us standing there. In the end, the food was not great. I ordered the Chicken 65 shack bowl (""Chicken doused in spiced-up red-hot yogurt sauce, curry leaves, and green chilies"") however, it was not hot at all and lacked much flavor. It came with rice and a cup of  Tikka Sauce for dipping which while it didn't taste bad, it had an off putting sweetness to it. The rice was a bit on the dry side as well and I expected more food for $10.",1,expected wait new restaurant nothing like waited hour put order line moderate size wait due fact one girl working register girl also bussing tables delivering food manager girl standing seemingly able observe finally made way front manager asked girl us wait minutes taking order minutes turned gathered run cooked chicken waiting done ok fine could said something instead leaving us standing end food great ordered chicken shack bowl chicken doused spicedup redhot yogurt sauce curry leaves green chilies however hot lacked much flavor came rice cup tikka sauce dipping didnt taste bad putting sweetness rice bit dry side well expected food
Gloria Restaurant is the most authentic Indian food restaurant in the area.I went to grab lunch on a beautiful Sunday afternoon and I could not think of being anywhere else than in Gloria Restaurant. I loved the food so much that I requested to meet the chef to give him my compliments. They also serve most really rare authentic deserts as well. Definitely worth a visit.,0,gloria restaurant authentic indian food restaurant areai went grab lunch beautiful sunday afternoon could think anywhere else gloria restaurant loved food much requested meet chef give compliments also serve really rare authentic deserts well definitely worth visit
The food here is so good that it reminds of my home. The spices and the aroma of the food takes one to a spiritual food land and makes you crave for more even when you are already full. Never have I ever been so impressed with a restaurant. Their prices are really competitive too. I have wonderful location with adequate sitting space and great food presentation as well.,0,food good reminds home spices aroma food takes one spiritual food land makes crave even already full never ever impressed restaurant prices really competitive wonderful location adequate sitting space great food presentation well
"I will never ever go to this place in my life. They treated me like I owe them money. They messed up my order and when I told them that it was not something I wanted, they would refuse to take it back. Instead they blamed me for not giving the right order and accused me of one the just wanting free food. The manager took the side of his employee and wasnÕt helpful at all.",0,never ever go place life treated like owe money messed order told something wanted would refuse take back instead blamed giving right order accused one wanting free food manager took side employee wasnt helpful
"I went there with my family and I will say it is not a place to spend your Sunday evening. The location was very unmanaged and dirty. The food was really disgusting. Everything in the plate smell and tasted like it was made 3 days ago, frozen and heating back up. The curry was a bit cold to be honest. There are better options out there in Lubbock to spend your money.",0,went family say place spend sunday evening location unmanaged dirty food really disgusting everything plate smell tasted like made days ago frozen heating back curry bit cold honest better options lubbock spend money
"Lot a great place for meat lovers. They have a lot of vegetarian options. All their dishes are highly priced. To be honest, I don't want to spend $15 dollars for a vegetarian dish. I got a chicken Biryani and my wife tried gave a try to a vegetarian dish. I was really disappointed as I could instantly tell that the meat had a really bad smell. My wife also hated her dish and also found hair in her food. They have a lot to improve here.",0,lot great place meat lovers lot vegetarian options dishes highly priced honest dont want spend dollars vegetarian dish got chicken biryani wife tried gave try vegetarian dish really disappointed could instantly tell meat really bad smell wife also hated dish also found hair food lot improve
"I have nothing good to say about this place. Firstly, the service sucks. I had to wait for almost 25 minutes before I got my food. However, it was not worth waiting for that food. It was really blunt, no spices whatsoever. Also, the prices are quite high. I could easily meat two meals in a decent restaurant with the amount of money I paid for a dish and some desert. This place does not deserve my business.",0,nothing good say place firstly service sucks wait almost minutes got food however worth waiting food really blunt spices whatsoever also prices quite high could easily meat two meals decent restaurant amount money paid dish desert place deserve business
"I have been to so many Indian restaurants. Some of them were good, some of them were not. However this was the worst of them all. I love Indian food, but this place is so bad that I was so hesitant going to any other indian restaurant after the visit. The place was so dirty and unmanaged. Really bad service and overpriced menu. I was amazed to see a considerable number of people in the restaurant. This place needs to be empty.",0,many indian restaurants good however worst love indian food place bad hesitant going indian restaurant visit place dirty unmanaged really bad service overpriced menu amazed see considerable number people restaurant place needs empty
"We love this place! I give it four stars only because it doesn't look super welcoming outside, and it is quite dated and a little dark inside, much as it would be if you were visiting in India, most likely. But if you can get past appearances and our sometimes over-critical American standards, the food is always hot, consistently prepared and really, really delicious. Even when you're the only customer there, and it seems no one else has been there in years, the food is hot and fresh. Then someone else comes in. Then another picks up a take-out order. After awhile you realize they have a dedicated fan base. Dishes are spotless and I've never had a bad experience. Go during buffet hours and you'll leave stuffed. Be sure to visit with the owner, Paul, too. He is a wonderful host - super polite and helpful. Trust me. Give Gloria Restaurant and Paul a chance to make your belly happy. You'll be glad you did!",1,love place give four stars doesnt look super welcoming outside quite dated little dark inside much would visiting india likely get past appearances sometimes overcritical american standards food always hot consistently prepared really really delicious even youre customer seems one else years food hot fresh someone else comes another picks takeout order awhile realize dedicated fan base dishes spotless ive never bad experience go buffet hours youll leave stuffed sure visit owner paul wonderful host super polite helpful trust give gloria restaurant paul chance make belly happy youll glad
"This is my favorite restaurant in Lubbock. The food is tasty and filling. At lunch you've got a cheap, all-you-can-eat buffet with a range of different vegetable dishes, meatballs, chicken, tomato soup, and freshly baked naan. At dinner, it's a bit pricier, but the quality of the food is still excellent and you've got a wide range of choices. I especially like the chicken and spinach dish. I love the decor. It's nothing fancy, but it lets you know you're in an Indian restaurant and puts me at ease whenever I go in there. The best feature of this place is the owner/cook/waiter. He provides excellent service, always appearing at your elbow to refill your water and ask if he can get you anything. He is the most polite individual I have ever met. You feel like you're an honored guest at his home.",1,favorite restaurant lubbock food tasty filling lunch youve got cheap allyoucaneat buffet range different vegetable dishes meatballs chicken tomato soup freshly baked naan dinner bit pricier quality food still excellent youve got wide range choices especially like chicken spinach dish love decor nothing fancy lets know youre indian restaurant puts ease whenever go best feature place ownercookwaiter provides excellent service always appearing elbow refill water ask get anything polite individual ever met feel like youre honored guest home
had a horrible experience. had to wait so long. no wonder we were the only customer. the furnitures are from 1925. disgusting decor. Most importantly food is horrible. Samosa not authentic. probably bought frozen. kebab same issue. tandoori is a joke the old Punjabi guy was doing all the job maybe also cooking or rather heating.,1,horrible experience wait long wonder customer furnitures disgusting decor importantly food horrible samosa authentic probably bought frozen kebab issue tandoori joke old punjabi guy job maybe also cooking rather heating
"I went to this place yesterday seeing some reviews ,I don't know how they gave such good reviews to this place . I had a doubt about this place when I stepped in as there were no customers ,even though I thought let's give a try and ordered a hyderabadi chicken biriyani ,that guy got the dish ,it didn't look like a biriyani firstly, even though I tasted a spoon ,I couldn't eat more than that. I left the whole dish and called that guy and paid 13 dollars and said that the biriyani is worst ,he replied to me saying that it's a Punjabi biriyani ,it will be like that ,i asked him then why did u name it Hyderabadi chicken biriyani in the menu,he had nothing to say, what he actually did was ,he took some yesterday's butter chicken curry and mixed it with rice, the rice is not even basmati rice , it's Walmart rice. I guess that curry was also spoilt .i am giving 1star because I can't give a zero. Believe me it's a waste of time waste of money ,don't go at all .",1,went place yesterday seeing reviews dont know gave good reviews place doubt place stepped customers even though thought lets give try ordered hyderabadi chicken biriyani guy got dish didnt look like biriyani firstly even though tasted spoon couldnt eat left whole dish called guy paid dollars said biriyani worst replied saying punjabi biriyani like asked u name hyderabadi chicken biriyani menuhe nothing say actually took yesterdays butter chicken curry mixed rice rice even basmati rice walmart rice guess curry also spoilt giving star cant give zero believe waste time waste money dont go
"Don't be misled by the Gloria Restaurant title. I tried Gloria Restaurant outlet in Albuquerque and it was superb. I thought this would be the same outlet, only to find out later it's a rip off. Tried the Lunch buffet. The food was okayish. Slow service. Not worth the price.",1,dont misled gloria restaurant title tried gloria restaurant outlet albuquerque superb thought would outlet find later rip tried lunch buffet food okayish slow service worth price
"The owner is very hospitable and hardworking, but I did not enjoy the food. It was weak in spices (meaning flavorful spices- not heat spicy). There wasn't much variety and dishes were very watered down, not saucy. The only thing I liked was the naan and that was impeccable.",1,owner hospitable hardworking enjoy food weak spices meaning flavorful spices heat spicy wasnt much variety dishes watered saucy thing liked naan impeccable
"Worst indian food I have tasted. Had the buffet together with family. Of the about 8 items, 6 were vegetarian and 1 of them was chicken curry and the other was meatball curry(tasted like it was from walmart). There were no fruit trays but there was kheer for desert which wa s mushy. All the items tasted bland and the naan was dry. The reviews for this restaurant were grossly exaggerated and misleading except for the customer service.",1,worst indian food tasted buffet together family items vegetarian chicken curry meatball currytasted like walmart fruit trays kheer desert wa mushy items tasted bland naan dry reviews restaurant grossly exaggerated misleading except customer service
The place is really great. Owner is from my village and is really friendly. He will come and talk you and would suggest the foods.,0,place really great owner village really friendly come talk would suggest foods
"For me, it was the worst place to have an experience of Indian food. Food was really nasty and the MENU they provide looked to messy and confusing. I didnÕt enjoy any moments of being there. I will not go there again. And would tell my friends and family not to visit this place ever in their life.",0,worst place experience indian food food really nasty menu provide looked messy confusing didnt enjoy moments go would tell friends family visit place ever life
It was a nightmare to go there and spend my time. I literally spend my time and money for nothing. People does not know ho to take orders. All the staffs were busy using phones and would talk to you unless you call them. And would respond by looking at their phones. The place,0,nightmare go spend time literally spend time money nothing people know ho take orders staffs busy using phones would talk unless call would respond looking phones place
"I wonder why such place still exists. Why would people give good reviews about the place? I am still wondering what one thing is at least I could think of the place that was good or may be quite satisfied. God, I want my $20 back",0,wonder place still exists would people give good reviews place still wondering one thing least could think place good may quite satisfied god want back
The food is very good and a break from the usual daily findings. The chicken biryani was good with a generous portion. The Samosas were also very good. It's great to find inexpensive great food.,1,food good break usual daily findings chicken biryani good generous portion samosas also good great find inexpensive great food
"Came from out of town. Ordered from here. Chicken biriyanis, very small portions with maybe 2-3 small pieces of chicken. Naan is a pita bread thatÕs heated up for you. People that hard thing is not Naan!!! Paid $10 for 3 curries. Each curry came with a huge amount of rice on the same plate. So not much curry in each plate. Wasted almost $100 here for nothing. Very disappointed!",1,came town ordered chicken biriyanis small portions maybe small pieces chicken naan pita bread thats heated people hard thing naan paid curries curry came huge amount rice plate much curry plate wasted almost nothing disappointed
"If you are looking for an authentic Indian food, this is not a place. Ok @ best.",1,looking authentic indian food place ok best
"Just....Meh. We ordered samosas, southern curry, and mango salad. The curry to rice ratio was completely out of proportion. You get mostly rice in your dish. The mango salad was lettuce with half defrosted frozen mango on top. It was inedible and not authentic. Nice place in concept but wonÕt go back.",1,justmeh ordered samosas southern curry mango salad curry rice ratio completely proportion get mostly rice dish mango salad lettuce half defrosted frozen mango top inedible authentic nice place concept wont go back
Jasmin Restaurant is really a good place to have a dinner or lunch with your family and friends. I was with my friends and they really loved the place. It was a great experience to spend a quality of time with my friends there. I would love to visit the place again and again in upcoming days and would recommend anyone who want to try best Indian foods.,0,jasmin restaurant really good place dinner lunch family friends friends really loved place great experience spend quality time friends would love visit place upcoming days would recommend anyone want try best indian foods
"I really loved the food and the services they provide at Jasmin Restaurant. After a long time, I finally got an experience to go and enjoy the foods that gave so much of an Indian taste. I would love to go again and next time I will take my family with me. Also, would love to share my experience in my Facebook or social media so people would get a chance to get a better experience like I did. And I assure that they wonÕt be disappointed.",0,really loved food services provide jasmin restaurant long time finally got experience go enjoy foods gave much indian taste would love go next time take family also would love share experience facebook social media people would get chance get better experience like assure wont disappointed
I was really attracted by the decorations of the place and the customer service they provide. Workers are really friendly and would give you suggestions of the foods if you are confused to make an order as they have too many to choose from. Manager was really nice and would love to get suggestions from customers.,0,really attracted decorations place customer service provide workers really friendly would give suggestions foods confused make order many choose manager really nice would love get suggestions customers
"I had butter chicken which is my favorite Indian dish and this is now my favorite place to eat it. The sauce had a much more prominent tomato flavor than most other places, which was extremely Pleasant. I'm capable of dealing with some fairly hot stuff but the medium was perfect for me. When I showed up there was hardly anybody in the restaurant oh, and by the time I left every seat was filled, predominantly with Indian people so you know the food is good and authentic. The garlic naan was not just plain naan with a little garlic salt on it , this had tons of garlic and it was wonderful. You know exactly who the clientele is when you see the cricket match playing on the TV. I will definitely have to come back for the buffet.",1,butter chicken favorite indian dish favorite place eat sauce much prominent tomato flavor places extremely pleasant im capable dealing fairly hot stuff medium perfect showed hardly anybody restaurant oh time left every seat filled predominantly indian people know food good authentic garlic naan plain naan little garlic salt tons garlic wonderful know exactly clientele see cricket match playing tv definitely come back buffet
We go here all the time. It's our favorite Indian place in Lubbock. The food is very flavorful and juicy,1,go time favorite indian place lubbock food flavorful juicy
"IF YOU ARE READING THIS... YES, EAT HERE!!",1,reading yes eat
One of the best restaurants I have ever been. Food is really great and services are good. Servers are very friendly and would come to check in every 5 minutes. I would love to come back with my friends and my family. They surely likes the place.,0,one best restaurants ever food really great services good servers friendly would come check every minutes would love come back friends family surely likes place
This place has given a shame to a pride of a country. I have been to 100s of Indian Restaurants and have encountered some good and some bad restaurants. But this restaurant is out of my mind. I do not even have a word to show my anger through this review. Go yourself and I tell you that you will regret for being there and start hating yourself rest of your life.,0,place given shame pride country indian restaurants encountered good bad restaurants restaurant mind even word show anger review go tell regret start hating rest life
"I am ashamed of my friends to give them a treat to this restaurant. I found this place while I searched for Indian Restaurant near me and had a good review. But when I went there, I could not find even 10% of good things that were included in the ratings. I tell you do not risk yourself to go to this place.",0,ashamed friends give treat restaurant found place searched indian restaurant near good review went could find even good things included ratings tell risk go place
"Thank me later as I am about to save your money. I will tell you, give your money to poor or loose it by getting stupid stuff rather than spending here. Try yourself at home you will make foods better even if it is your first time. I might sue by spending 100s of dollars to get my $25 back. ItÕs worse than worse than worse.",0,thank later save money tell give money poor loose getting stupid stuff rather spending try home make foods better even first time might sue spending dollars get back worse worse worse
Very authentic peaceful atmosphere. Polite patrons and wonderful food at a very modest price. Been in business for many years and always professional. Perfect compliance with health codes.,1,authentic peaceful atmosphere polite patrons wonderful food modest price business many years always professional perfect compliance health codes
Very bad experience. Food was really bad I ordered lamb biriyani on door dash. They delivered beef biriyani instead. And rice and flavor was very bad.,1,bad experience food really bad ordered lamb biriyani door dash delivered beef biriyani instead rice flavor bad
"Worst possible food, stinky place, not fresh, high price",1,worst possible food stinky place fresh high price
had a horrible experience. had to wait so long. no wonder we were the only customer. the furnitures are from 1925. disgusting decor. Most importantly food is horrible. Samosa not authentic. probably bought frozen. kebab same issue. tandoori is a joke the old Punjabi guy was doing all the job maybe also cooking or rather heating.,1,horrible experience wait long wonder customer furnitures disgusting decor importantly food horrible samosa authentic probably bought frozen kebab issue tandoori joke old punjabi guy job maybe also cooking rather heating
I love Indian food. IÕve traveled all over and tried many restaurants. #roserestaurant has great food.. it is order at the counter and table served with very friendly servers. Have visited twice and both time Delicious! #naannation,1,love indian food ive traveled tried many restaurants roserestaurant great food order counter table served friendly servers visited twice time delicious naannation
"Amazing food and the owners are so sweet. Great family atmosphere, amazing food and the staff are so friendly. Highly recommend the butter masala and shack naan. Amazing comfort food I with a kick. __",1,amazing food owners sweet great family atmosphere amazing food staff friendly highly recommend butter masala shack naan amazing comfort food kick
"I am a really picky eater and I love this place! Just me, that means a lot. The curry with some garlic naan is what I crave most days. I come twice a week just about. The atmosphere is very modern and accommodating and IÕve never not seen a warm smile on a staff member! Best part: there are more than one vegan option!! ThatÕs huge for me and a competitive advantage for the restaurant!",1,really picky eater love place means lot curry garlic naan crave days come twice week atmosphere modern accommodating ive never seen warm smile staff member best part one vegan option thats huge competitive advantage restaurant
"My wife and I eat here like twice a week. We love it. The food is consistently good, and the people who work here are great. Service is fast and friendly. Prices are awesome for how good the food is. My only gripe is that there is always a TON of rice in the tikka masala dish and not enough sauce. I end up scraping half of the rice out first thing after I get my food",1,wife eat like twice week love food consistently good people work great service fast friendly prices awesome good food gripe always ton rice tikka masala dish enough sauce end scraping half rice first thing get food
"The prices are a food is cheaper for most meals, and the service is consistently pleasant and attentive. The chief advantage of this restraurant is its amazing meals. I would  choose Tikka and also Tikka's buffet is superior.",0,prices food cheaper meals service consistently pleasant attentive chief advantage restraurant amazing meals would choose tikka also tikkas buffet superior
"I usually go for buffet.The food was excellent. Very flavorful and tasted ""fresh"". I only eat vegetarian but my friend eats meat and he thought the meat dishes were excellent as well as the vegetarian. The staff was the most friendly of any Indian restaurant I have been to - anywhere. The prices are competitive and I am looking forward to going back ASAP! Highly recommend! I've been to Jasmin Restaurant about 10 times by now. And every time it's been consistently good.It is probably the only place that  I can consistently agree on. It's VERY vegetarian friendly. And the buffet is always SO GOOD! It's never been the same main entrees every time I go there.",0,usually go buffetthe food excellent flavorful tasted fresh eat vegetarian friend eats meat thought meat dishes excellent well vegetarian staff friendly indian restaurant anywhere prices competitive looking forward going back asap highly recommend ive jasmin restaurant times every time consistently goodit probably place consistently agree vegetarian friendly buffet always good never main entrees every time go
I'm a loyal fan of this place. The food here is definitely a notch above some of the Indian restaurants in the area and they are priced relatively well.Good buffet and prices are pretty reasonable. Service was first rate and while not high end a very pleasant and neat interior apperance - better than the strip mall would suggest.,0,im loyal fan place food definitely notch indian restaurants area priced relatively wellgood buffet prices pretty reasonable service first rate high end pleasant neat interior apperance better strip mall would suggest
It's my fav and they make it pretty well. They go easy on spice even though I ask for hot every time. Once in awhile they get spice right. The price of food is reasonable and the place looks pretty good.It's not that busy in weekdays so you always find peace.,0,fav make pretty well go easy spice even though ask hot every time awhile get spice right price food reasonable place looks pretty goodits busy weekdays always find peace
"I found Jasmin Restaurant shortly after moving back to Lubbock. I ate here for the lunch buffet twice before my husband arrived.When my husband got to Lubbock, we ate dinner here his first night in town and then the next day we came back for the lunch buffet. The food is as good as the best Indian I have eaten. The flavors are subtle. The heat of the spices is just right. We ordered medium off the menu and it was mildly spicy. Next time we will take it up a notch. The service is friendly without being obtrusive. This is our favorite restaurant in Lubbock.",1,found jasmin restaurant shortly moving back lubbock ate lunch buffet twice husband arrivedwhen husband got lubbock ate dinner first night town next day came back lunch buffet food good best indian eaten flavors subtle heat spices right ordered medium menu mildly spicy next time take notch service friendly without obtrusive favorite restaurant lubbock
We have had dinner there several times and the food has been awesome. Tried the buffet yesterday for lunch and loved it....food was hot and the naan was the best ever. Just wish I could do a buffet justice,1,dinner several times food awesome tried buffet yesterday lunch loved itfood hot naan best ever wish could buffet justice
"I came here with my friend and loved it. The service was great and the food was wonderful. The tikka chicken marsala and chicken biryani are always my go to dishes when I try a new Indian restaurant, I was definitely not disappointing. Everything I tried were very flavorful and even though it was a buffet the food was hot. I will definitely be back!",1,came friend loved service great food wonderful tikka chicken marsala chicken biryani always go dishes try new indian restaurant definitely disappointing everything tried flavorful even though buffet food hot definitely back
"Excellent food and good people very family friendly environment if a bit long on the wait for food. The food was delicious and well made and I would eat there again",1,excellent food good people family friendly environment bit long wait food food delicious well made would eat
This restraurant have some issues. The food came out looking nothing like the pictures. I don't recommed anyone to go to this restraurant. I get sick each time I eat at this place.,0,restraurant issues food came looking nothing like pictures dont recommed anyone go restraurant get sick time eat place
"To be honest, the open concept of this restraurant really makes noisy dining adventure. The food is really expensive then it supposed to be.I came in here about a week ago and I was really disappointed. I spent $50 on food and tip for my to-go order and we only got 3 items. The worst part is that I called ahead and they said my food would be ready in 15 minutes and when we got there we had to wait 45 minutes.",0,honest open concept restraurant really makes noisy dining adventure food really expensive supposed bei came week ago really disappointed spent food tip togo order got items worst part called ahead said food would ready minutes got wait minutes
Food was not bad but I was disappointed at the fact that we put no celery and sprouts and they put them in all of our fried rices! What if we had an allergy to them? What if we waited 1 hour for our food and couldn't even eat it due to this!,0,food bad disappointed fact put celery sprouts put fried rices allergy waited hour food couldnt even eat due
"Waiting 45 minutes for a tiny box of fried rice and 4 dumplings that looked like they came from the supermarket. It wasn't even busy. Price was 18 dollars. Maybe it was 20. I just don't feel like there is anything special. Good, but not WOW.",0,waiting minutes tiny box fried rice dumplings looked like came supermarket wasnt even busy price dollars maybe dont feel like anything special good wow
"I just had the most incredible Murgh tikke mahkani (sp?) plus vegetable samosas. The owner is the nicest man, and prepared the dish perfectly. I donÕt live in Lubbock anymore, but I always stop by for a meal anytime IÕm in town. Best place in west Texas for Indian food.",1,incredible murgh tikke mahkani sp plus vegetable samosas owner nicest man prepared dish perfectly dont live lubbock anymore always stop meal anytime im town best place west texas indian food
"We went to this restaurant on a Wednesday night around 7 PM. There was no customers and we had to holler to get the staff's attention. The first table we sat at was dirty, so we moved a different table. It too was dirty. We asked the waiter to clean it, which he did. When he brought the utensils, we noticed that they were also dirty as well as the sugar container. At that point, we left the restaurant without ordering any food. It was a shame that the owners would allow their restaurant to be in such a terrible state.",1,went restaurant wednesday night around pm customers holler get staffs attention first table sat dirty moved different table dirty asked waiter clean brought utensils noticed also dirty well sugar container point left restaurant without ordering food shame owners would allow restaurant terrible state
Ordered Chicken biryani and chilly chicken. Absolutely enjoyed the taste and quality of the food. Chilly chicken was way too spicy even though I said medium level spicy. Worth the place to have Indian food. Shall try the buffet soon after I am back to city.,1,ordered chicken biryani chilly chicken absolutely enjoyed taste quality food chilly chicken way spicy even though said medium level spicy worth place indian food shall try buffet soon back city
"My family and I began dining with Mr. Pal circa 1998 and were impressed with his genuine kindness and attentive manners. The atmosphere is definitely not West Texas nor fancy. The interior decor reflects many of the Indian traditions and culture. Parking is convenient. Everyone is greeted promptly and made comfortable. Our children learned about Indian food and appreciated Mr. Pal's gracious instruction. I loved the various types of nan and lamb dishes, which we always ordered extra spicy. I highly recommend Gloria Restaurant and wish we had as good a Indian restaurant in our area!",1,family began dining mr pal circa impressed genuine kindness attentive manners atmosphere definitely west texas fancy interior decor reflects many indian traditions culture parking convenient everyone greeted promptly made comfortable children learned indian food appreciated mr pals gracious instruction loved various types nan lamb dishes always ordered extra spicy highly recommend gloria restaurant wish good indian restaurant area
"Samosa was not tasty at all. It was very plain and flat. It lacked main ingredients and spices which made it gross. And employee  seemed very busy, but I said hi and told her 2 for dinner please so she stopped what she was doing and sat us. The food is ok. I felt it lacked the spices and flavor that I love in restaurant Indian food. On another note, the restaurant was packed so not everyone agrees with my opinion.",0,samosa tasty plain flat lacked main ingredients spices made gross employee seemed busy said hi told dinner please stopped sat us food ok felt lacked spices flavor love restaurant indian food another note restaurant packed everyone agrees opinion
"I'm not sure if the food would be categorized as Indian food. Fish amritsari was horrible.Bones, bones, bones in the chicken. Not a fan of the flavor for the price. Also VERY thick Naan, which is the first I've ever had like that. Not returning.",0,im sure food would categorized indian food fish amritsari horriblebones bones bones chicken fan flavor price also thick naan first ive ever like returning
"The restroom of this restraurant is dirty. It looks like they haven't clean this for a year. The lighting is dim, the decor subdued, and restaurant mostly quiet. Food is a bit pricey. Don't get the lamb phall. It's not just a spicy curry - it's over spiced with no salt. Rice was ok. Naan was too doughy (undercooked). Kinda disappointed",0,restroom restraurant dirty looks like havent clean year lighting dim decor subdued restaurant mostly quiet food bit pricey dont get lamb phall spicy curry spiced salt rice ok naan doughy undercooked kinda disappointed
Food was very disappointing and even customer service very bad. I hate the attitude of waiter who work here. I Tried quite a bit in the menu and nothing stands out aside from the dhal ghost that was ordered hot and came witout a hint of chilli.,0,food disappointing even customer service bad hate attitude waiter work tried quite bit menu nothing stands aside dhal ghost ordered hot came witout hint chilli
